MASK,KARTERAD,PALS,PALS_VATT,PALS_HA,PALSVATTHA,Shape_area,Shape_len
INOM,KLAR,"63","0",0.63000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"80","0",0.80000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"28","0",0.28000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"35","0",0.35000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"40","10",0.40000000,0.10000000,10000.00000000000,400.00000000000
INOM,KLAR,"65","1",0.65000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","2",0.00000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"51","1",0.51000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"57","2",0.57000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"61","1",0.61000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"29","3",0.29000000,0.03000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","2",0.00000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"68","1",0.68000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"66","2",0.66000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"39","1",0.39000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"44","15",0.44000000,0.15000000,10000.00000000000,400.00000000000
INOM,KLAR,"51","3",0.51000000,0.03000000,10000.00000000000,400.00000000000
INOM,KLAR,"19","0",0.19000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","1",0.00000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"12","3",0.12000000,0.03000000,10000.00000000000,400.00000000000
INOM,KLAR,"52","1",0.52000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"45","1",0.45000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"19","0",0.19000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"66","1",0.66000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"59","1",0.59000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"59","0",0.59000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"35","1",0.35000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"39","4",0.39000000,0.04000000,10000.00000000000,400.00000000000
INOM,KLAR,"72","2",0.72000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"46","2",0.46000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","1",0.00000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","3",0.00000000,0.03000000,10000.00000000000,400.00000000000
INOM,KLAR,"28","5",0.28000000,0.05000000,10000.00000000000,400.00000000000
INOM,KLAR,"46","1",0.46000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"66","1",0.66000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"54","0",0.54000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"57","0",0.57000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"38","1",0.38000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"60","0",0.60000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"40","1",0.40000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"53","1",0.53000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"74","3",0.74000000,0.03000000,10000.00000000000,400.00000000000
INOM,KLAR,"43","4",0.43000000,0.04000000,10000.00000000000,400.00000000000
INOM,KLAR,"27","1",0.27000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","3",0.00000000,0.03000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","1",0.00000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","6",0.00000000,0.06000000,10000.00000000000,400.00000000000
INOM,KLAR,"8","0",0.08000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"51","7",0.51000000,0.07000000,10000.00000000000,400.00000000000
INOM,KLAR,"63","1",0.63000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"51","1",0.51000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"64","0",0.64000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"27","0",0.27000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"71","2",0.71000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"34","4",0.34000000,0.04000000,10000.00000000000,400.00000000000
INOM,KLAR,"62","1",0.62000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"69","3",0.69000000,0.03000000,10000.00000000000,400.00000000000
INOM,KLAR,"6","4",0.06000000,0.04000000,10000.00000000000,400.00000000000
INOM,KLAR,"13","0",0.13000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"8","0",0.08000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"18","1",0.18000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","8",0.00000000,0.08000000,10000.00000000000,400.00000000000
INOM,KLAR,"49","1",0.49000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"75","2",0.75000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"49","3",0.49000000,0.03000000,10000.00000000000,400.00000000000
INOM,KLAR,"60","2",0.60000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"80","0",0.80000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"52","1",0.52000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"25","3",0.25000000,0.03000000,10000.00000000000,400.00000000000
INOM,KLAR,"17","3",0.17000000,0.03000000,10000.00000000000,400.00000000000
INOM,KLAR,"63","1",0.63000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"50","2",0.50000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"10","1",0.10000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"12","3",0.12000000,0.03000000,10000.00000000000,400.00000000000
INOM,KLAR,"41","5",0.41000000,0.05000000,10000.00000000000,400.00000000000
INOM,KLAR,"5","5",0.05000000,0.05000000,10000.00000000000,400.00000000000
INOM,KLAR,"53","2",0.53000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"72","3",0.72000000,0.03000000,10000.00000000000,400.00000000000
INOM,KLAR,"72","0",0.72000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"34","1",0.34000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"4","1",0.04000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"16","2",0.16000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"4","2",0.04000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"5","1",0.05000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"3","1",0.03000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"48","1",0.48000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"32","2",0.32000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"17","0",0.17000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"24","4",0.24000000,0.04000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","1",0.00000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","2",0.00000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"10","4",0.10000000,0.04000000,10000.00000000000,400.00000000000
INOM,KLAR,"1","0",0.01000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"13","2",0.13000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"42","4",0.42000000,0.04000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","1",0.00000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"19","1",0.19000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"14","2",0.14000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"9","0",0.09000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"6","1",0.06000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"40","4",0.40000000,0.04000000,10000.00000000000,400.00000000000
INOM,KLAR,"7","0",0.07000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"2","0",0.02000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"12","0",0.12000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"62","9",0.62000000,0.09000000,10000.00000000000,400.00000000000
INOM,KLAR,"49","8",0.49000000,0.08000000,10000.00000000000,400.00000000000
INOM,KLAR,"13","2",0.13000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","1",0.00000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"4","3",0.04000000,0.03000000,10000.00000000000,400.00000000000
INOM,KLAR,"20","2",0.20000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"11","11",0.11000000,0.11000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","1",0.00000000,0.01000000,10000.00000000000,400.00000000000
